MongoClusterType,CloudProvider,RAM,CPUs,datavolume,shardingtype,indextype,querytype,responsetime,usagecost,df_name,Unnamed: 0,pricePerHr,pricePerS,Iops,Memory
flights-m80,Azure,128,32,10M,0,1,stringSearch_firstName,6.331336975097656,0.034699244032965766,,145.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,1,1,stringSearch_firstName,1.1570320129394531,0.006341178226470947,,146.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,0,stringSearch_firstName,11.95064115524292,0.06549615277581744,,147.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,1,stringSearch_firstName,6.565014123916626,0.03597992462913195,,148.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,1,1,stringSearch_firstName,1.30023193359375,0.007125993347167969,,149.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_firstName,23.765831232070923,0.13024995839132203,,150.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_firstName,11.679429769515991,0.06400976370904181,,151.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_firstName,24.096518754959103,0.13206230973203975,,152.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_firstName,12.282784461975098,0.06731648262076907,,153.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_firstName,24.10539221763611,0.13211094123721123,,154.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_firstName,11.768972873687744,0.064500509666072,,155.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_firstName,23.765464067459103,0.1302479461252689,,156.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_firstName,11.639965295791626,0.06379347646832466,,157.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_firstName,23.852152347564697,0.1307230460604032,,158.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_firstName,11.707792520523071,0.06416520734164449,,159.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_firstName,52.00896596908569,0.28503802738057243,,160.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_firstName,27.21892762184143,0.14917484499414763,,161.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_firstName,51.53704142570496,0.28245161870254415,,162.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_firstName,27.035627603530884,0.1481702590604623,,163.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_firstName,51.56344175338745,0.2825963071650929,,164.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_firstName,27.39209008216858,0.15012387147810724,,165.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_firstName,52.0803382396698,0.28542918707463477,,166.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_firstName,27.035419464111328,0.14816911834081015,,167.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_firstName,51.33775925636292,0.2813594417022334,,168.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_firstName,26.58574604988098,0.14570465821226436,,169.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_firstName,110.21943140029909,0.6040637170910835,,170.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_firstName,54.37522459030152,0.29800643921295805,,171.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_firstName,110.7074739933014,0.6067384616355102,,172.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_firstName,53.58845114707947,0.29369448364774386,,173.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_firstName,108.70597648620604,0.5957691433535681,,174.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_firstName,53.382543325424194,0.2925659943918387,,175.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_firstName,108.98161602020264,0.5972798011329439,,176.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_firstName,53.04324436187744,0.2907064475721783,,177.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_firstName,109.35266375541688,0.5993133488595487,,178.0,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_firstName,53.14964461326599,0.29128958006103833,,179.0,19.73,0.005480555555555555,1100,256
flights-m200,Azure,256,64,1M,0,0,stringSearch_last_name,1.9020605087280276,0.017356302142143253,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,1,stringSearch_last_name,2.1790249347686768,0.019883602529764177,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,1,1,stringSearch_last_name,2.0910584926605225,0.01908090874552727,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,0,stringSearch_last_name,1.590446710586548,0.014512826234102253,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,1,stringSearch_last_name,2.148742198944092,0.01960727256536484,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,1,1,stringSearch_last_name,2.118236303329468,0.0193289062678814,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,0,stringSearch_last_name,1.3695878982543943,0.01249748957157135,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,1,stringSearch_last_name,2.53609037399292,0.023141824662685398,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,1,1,stringSearch_last_name,2.3559458255767822,0.02149800565838814,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,0,stringSearch_last_name,1.3993475437164309,0.012769046336412434,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,1,stringSearch_last_name,1.9897654056549072,0.01815660932660103,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,1,1,stringSearch_last_name,2.1181657314300537,0.019328262299299244,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,0,stringSearch_last_name,1.7191791534423828,0.015687509775161746,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,0,1,stringSearch_last_name,2.519286632537842,0.02298849052190781,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,1M,1,1,stringSearch_last_name,2.3196797370910645,0.021167077600955965,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,0,stringSearch_last_name,6.158046007156372,0.0561921698153019,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,1,stringSearch_last_name,7.116421937942505,0.06493735018372536,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,1,1,stringSearch_last_name,9.136828184127808,0.08337355718016626,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,0,stringSearch_last_name,6.304949760437012,0.05753266656398774,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,1,stringSearch_last_name,7.050312757492065,0.06433410391211511,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,1,1,stringSearch_last_name,9.29967999458313,0.08485957995057107,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,0,stringSearch_last_name,6.005051612854004,0.05479609596729279,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,1,stringSearch_last_name,7.27899432182312,0.06642082318663597,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,1,1,stringSearch_last_name,8.83153510093689,0.08058775779604913,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,0,stringSearch_last_name,6.27540135383606,0.05726303735375405,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,1,stringSearch_last_name,7.428617715835571,0.06778613665699959,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,1,1,stringSearch_last_name,8.757134437561035,0.07990885174274445,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,0,stringSearch_last_name,6.057582855224609,0.055275443553924566,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,0,1,stringSearch_last_name,6.9110753536224365,0.06306356260180473,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,10M,1,1,stringSearch_last_name,9.167182207107544,0.08365053763985635,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,0,stringSearch_last_name,11.537915229797363,0.10528347647190095,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,1,stringSearch_last_name,11.186770915985107,0.10207928460836412,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,0,stringSearch_last_name,11.045812368392944,0.10079303786158562,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,1,stringSearch_last_name,10.986499786376951,0.1002518105506897,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,0,stringSearch_last_name,10.941168069839478,0.09983815863728525,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,1,stringSearch_last_name,10.91678524017334,0.09961566531658174,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,0,stringSearch_last_name,10.922079801559448,0.09966397818922998,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,1,stringSearch_last_name,11.038869380950928,0.10072968310117723,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,0,stringSearch_last_name,12.802099227905272,0.11681915545463561,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,20M,0,1,stringSearch_last_name,12.341229677200316,0.1126137208044529,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,0,stringSearch_last_name,24.819655418396,0.22647935569286354,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,1,stringSearch_last_name,23.69972348213196,0.2162599767744542,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,0,stringSearch_last_name,26.463794231414795,0.24148212236166003,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,1,stringSearch_last_name,26.33818936347961,0.2403359779417515,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,0,stringSearch_last_name,23.73176860809326,0.21655238854885103,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,1,stringSearch_last_name,25.5300395488739,0.2329616108834744,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,0,stringSearch_last_name,24.23970890045166,0.22118734371662144,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,1,stringSearch_last_name,23.4317319393158,0.2138145539462567,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,0,stringSearch_last_name,23.57912015914917,0.2151594714522362,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,50M,0,1,stringSearch_last_name,24.23207974433899,0.2211177276670933,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,0,stringSearch_last_name,50.76182985305786,0.46320169740915307,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,1,stringSearch_last_name,50.93137693405152,0.4647488145232202,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,0,stringSearch_last_name,57.34382390975952,0.5232623931765557,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,1,stringSearch_last_name,51.84547710418701,0.47308997857570656,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,0,stringSearch_last_name,50.72772669792175,0.46289050611853605,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,1,stringSearch_last_name,52.33542013168335,0.4775607087016106,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,0,stringSearch_last_name,51.93834924697876,0.47393743687868123,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,1,stringSearch_last_name,51.83503842353821,0.4729947256147862,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,0,stringSearch_last_name,53.11827564239502,0.4847042652368546,,,32.85,0.009125000000000001,1100,256
flights-m200,Azure,256,64,100M,0,1,stringSearch_last_name,55.717549562454224,0.5084226397573949,,,32.85,0.009125000000000001,1100,256
flights-m50,Azure,32,8,1M,0,0,stringSearch_last_name,0.859266996383667,0.0013939220163557264,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,1,stringSearch_last_name,0.7388687133789062,0.0011986092461480035,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,1,1,stringSearch_last_name,1.2936134338378906,0.0020985284593370225,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,0,stringSearch_last_name,0.8089139461517334,0.0013122381793128119,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,1,stringSearch_last_name,1.685410499572754,0.0027341103659735784,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,1,1,stringSearch_last_name,1.2429659366607666,0.0020163669639163546,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,0,stringSearch_last_name,0.857466459274292,0.0013910011450449626,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,1,stringSearch_last_name,0.7623105049133301,0.0012366370413038465,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,1,1,stringSearch_last_name,1.3952887058258057,0.0022634683450063068,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,0,stringSearch_last_name,0.819622278213501,0.001329609473546346,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,1,stringSearch_last_name,0.8152198791503906,0.001322467803955078,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,1,1,stringSearch_last_name,1.2375741004943848,0.0020076202074686684,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,0,stringSearch_last_name,0.8181517124176025,0.0013272238890329995,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,0,1,stringSearch_last_name,0.9508211612701416,0.001542443217171563,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,1M,1,1,stringSearch_last_name,1.2338016033172607,0.0020015003787146675,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,0,stringSearch_last_name,4.938788175582886,0.008011811929278903,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,1,stringSearch_last_name,5.171866178512573,0.008389916245142619,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,1,1,stringSearch_last_name,5.709386110305786,0.009261893023384942,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,0,stringSearch_last_name,4.828493356704712,0.007832889223098754,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,1,stringSearch_last_name,4.893977880477905,0.007939119672775267,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,1,1,stringSearch_last_name,4.971618413925171,0.00806506987147861,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,0,stringSearch_last_name,4.828449249267578,0.007832817671034071,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,1,stringSearch_last_name,4.921412944793701,0.007983625443776449,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,1,1,stringSearch_last_name,5.055542230606079,0.008201212951872084,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,0,stringSearch_last_name,4.91314172744751,0.007970207691192627,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,1,stringSearch_last_name,4.895781755447388,0.007942045958836873,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,1,1,stringSearch_last_name,5.359074115753174,0.008693609121110705,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,0,stringSearch_last_name,4.783658027648926,0.007760156355963813,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,0,1,stringSearch_last_name,4.995312929153442,0.008103507640626695,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,10M,1,1,stringSearch_last_name,4.924724817276001,0.007988998036914401,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,0,stringSearch_last_name,10.51721692085266,0.017061263004938758,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,1,stringSearch_last_name,9.90703558921814,0.016071413289176092,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,0,stringSearch_last_name,10.046315908432009,0.016297356918123035,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,1,stringSearch_last_name,9.616413593292236,0.015599959829118517,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,0,stringSearch_last_name,9.702101469039915,0.015738964605331418,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,1,stringSearch_last_name,9.030320405960085,0.014649186436335249,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,0,stringSearch_last_name,9.719195127487184,0.015766694317923654,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,1,stringSearch_last_name,8.961882829666138,0.014538165479236179,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,0,stringSearch_last_name,9.56202220916748,0.015511724917093912,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,20M,0,1,stringSearch_last_name,9.109843969345093,0.014778191328048706,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,0,stringSearch_last_name,29.010835886001587,0.04706202265951368,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,1,stringSearch_last_name,32.03249502182007,0.05196382525761922,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,0,stringSearch_last_name,29.461637020111084,0.04779332227706909,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,1,stringSearch_last_name,31.55232262611389,0.051184878926806975,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,0,stringSearch_last_name,28.298083543777462,0.04590577997101677,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,1,stringSearch_last_name,32.3291552066803,0.05244507400194804,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,0,stringSearch_last_name,28.38098406791687,0.04604026304350959,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,1,stringSearch_last_name,31.759042024612427,0.05152022372881571,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,0,stringSearch_last_name,28.616575479507446,0.046422444666756525,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,50M,0,1,stringSearch_last_name,32.15226888656616,0.052158125082651774,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,0,stringSearch_last_name,71.44668364524841,0.11590239791340298,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,1,stringSearch_last_name,71.64336037635803,0.11622145127720303,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,0,stringSearch_last_name,66.49929189682007,0.10787662907706366,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,1,stringSearch_last_name,69.2554292678833,0.11234769636789957,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,0,stringSearch_last_name,69.61305665969849,0.11292784747017753,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,1,stringSearch_last_name,72.88274550437927,0.11823200937377082,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,0,stringSearch_last_name,73.70344972610474,0.11956337400012546,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,1,stringSearch_last_name,68.01435017585754,0.11033439028528001,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,0,stringSearch_last_name,65.93432879447937,0.10696013337771097,,,5.84,0.0016222222222222222,500,32
flights-m50,Azure,32,8,100M,0,1,stringSearch_last_name,70.72952461242676,0.11473900659349229,,,5.84,0.0016222222222222222,500,32
flights-m80,Azure,128,32,1M,0,0,stringSearch_last_name,1.5292010307312012,0.008380871204535166,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,1,stringSearch_last_name,1.5870134830474854,0.008697715561257468,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,1,1,stringSearch_last_name,2.0517680644989014,0.011244828864600922,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,0,stringSearch_last_name,1.4495820999145508,0.007944515230920579,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,1,stringSearch_last_name,1.557609796524048,0.00853656702372763,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,1,1,stringSearch_last_name,2.0114638805389404,0.011023939545287026,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,0,stringSearch_last_name,1.4920358657836914,0.008177185453308953,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,1,stringSearch_last_name,1.6105525493621826,0.008826722721921072,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,1,1,stringSearch_last_name,2.160661458969116,0.011841625162627961,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,0,stringSearch_last_name,1.5182271003723145,0.00832072796954049,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,1,stringSearch_last_name,1.57698655128479,0.008642762404680251,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,1,1,stringSearch_last_name,2.0547525882720947,0.011261185712946785,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,0,stringSearch_last_name,1.590449571609497,0.008716547235515383,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,0,1,stringSearch_last_name,1.5568857192993164,0.008532598678270975,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,1M,1,1,stringSearch_last_name,2.0578396320343018,0.011278104427787993,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,0,stringSearch_last_name,5.3842315673828125,0.029508580229017468,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,1,stringSearch_last_name,5.702514886856079,0.031252949643797344,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,1,1,stringSearch_last_name,5.944078207015991,0.032576850840118195,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,0,stringSearch_last_name,5.275369644165039,0.02891195641093784,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,1,stringSearch_last_name,5.635545253753662,0.030885918849044375,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,1,1,stringSearch_last_name,6.002844333648682,0.03289892186191347,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,0,stringSearch_last_name,5.272629499435425,0.028896938895516925,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,1,stringSearch_last_name,5.5991504192352295,0.030686454936530855,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,1,1,stringSearch_last_name,6.003086090087891,0.032900246821509466,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,0,stringSearch_last_name,5.365248203277588,0.029404540847407446,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,1,stringSearch_last_name,5.742465972900391,0.031471903790367975,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,1,1,stringSearch_last_name,5.934143543243408,0.03252240336338679,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,0,stringSearch_last_name,5.326259136199951,0.029190859099229177,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,0,1,stringSearch_last_name,5.620917081832886,0.03080574834015634,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,10M,1,1,stringSearch_last_name,6.072149276733398,0.03327875145276388,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_last_name,10.39160680770874,0.056951778421137064,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_last_name,10.70245599746704,0.05865540467500686,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_last_name,10.329643487930298,0.05661218500468466,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_last_name,10.687753677368164,0.05857482779290941,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_last_name,10.21398639678955,0.05597831989129384,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_last_name,10.58755350112915,0.058025675160355034,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_last_name,10.220154762268066,0.056012125960985815,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_last_name,10.30013632774353,0.0564504693739944,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,0,stringSearch_last_name,10.184720754623411,0.05581792791353331,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,20M,0,1,stringSearch_last_name,10.301209926605225,0.0564563532922003,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_last_name,25.660678148269653,0.1406347721848223,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_last_name,22.81816792488098,0.12505623698830604,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_last_name,25.65503478050232,0.140603843394253,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_last_name,22.20707106590271,0.12170708670285013,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_last_name,24.9740571975708,0.13687170791890885,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_last_name,29.24631977081299,0.1602860802994834,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_last_name,25.30905222892761,0.1387076667990949,,,19.73,0.005480555555555555,1100,256
